codigo;Empresa;cnpj;estreia_bolsa;funcionarios;fundada;papeis_empresa;cotacao;rent_mes;rent_3_meses;rent_1_ano;rent_2_anos;rent_5_anos;rent_10_anos;rent_real_mes;rent_real_3_meses;rent_real_1_ano;rent_real_2_anos;rent_real_5_anos;rent_real_10_anos;p/l;p/vp;dividend yield;payout;margem liquida;margem bruta;margem ebit;margem ebitda;ev/ebitda;ev/ebit;p/ebitda;p/ebit;p/ativo;p/cap giro;p/ativ circ liq;psr;vpa;lpa;giro ativos;roe;roic;roa;dívida líquida/patrimônio;dívida líquida/ebitda;dívida líquida/ebit;dívida bruta/patrimônio;patrimônio/ativos;passivos/ativos;liquidez corrente;cagr receitas 5 anos;cagr lucros 5 anos;valor mercado;valor firma;patrimorio liquido;total de papeis;ativos;ativo circulante;divida bruta;divida liquida;disponibilidade;segmento listagem;free float;tag along;liquidez media diaria;setor;segmento
MAPT3;cemepe investimentos sa;93828986/0001-73;1991;;1991;MAPT4. MAPT3;30.05;;;;;;;;;;;;;-236.01;-4.47;;;;;;;;-63.49;;-104.2;35.72;-5522.62;-35.72;;-6.72;-0.13;;-1.9;4.29;-15.14;;;;;-7.98;8.88;;;;16824000.0;16824000.0;-6171000.0;918000.0;773000.0;;;;;Tradicional;3.89;;3000.0;Financeiro;Outros 
MAPT4;cemepe investimentos sa;93828986/0001-73;1991;;1991;MAPT4. MAPT3;6.82;;;;-84.84;;;;-0.15;;-86.74;;;-53.56;-1.02;;;;;;;;-63.49;;-23.65;8.11;-1253.39;-8.11;;-6.72;-0.13;;-1.9;4.29;-15.14;;;;;-7.98;8.88;;;;16824000.0;16824000.0;-6171000.0;918000.0;773000.0;;;;;Tradicional;3.89;;0.0;Financeiro;Outros 
MATD3;hospital mater dei;16676520/0001-59;;;;MATD3;10.11;-2.22;25.66;26.12;-45.41;;;-2.22;25.47;21.42;-52.25;;;36.21;2.36;0.64;23.04;5.49;35.1;19.5;24.64;9.96;12.58;8.07;10.19;0.77;5.76;-1.0;1.99;4.28;0.28;0.39;6.52;10.95;2.48;0.55;1.89;2.39;0.75;0.33;0.66;2.4;;;3865354000.0;4770719000.0;1637531000.0;382329000.0;5013821000.0;1148687000.0;1233118000.0;905365000.0;327753000.0;Nível 1;21.18;100.00;10253000.0;Bens Industriais;Máquinas e Equipamentos de Construção e Agrícolas 
MBLY3;mobly;31553627/0001-01;;;;MBLY3;4.45;23.27;132.98;83.13;-71.92;;;23.27;132.63;76.31;-75.44;;;-5.48;0.89;;;-13.7;40.92;-14.05;;;-5.04;;-5.35;0.56;1.42;-1.32;0.75;5.0;-0.81;0.74;-16.25;-12.52;-10.13;-0.05;;0.3;0.33;0.62;0.38;3.05;;;473880000.0;446907000.0;531983000.0;106489000.0;853542000.0;495244000.0;175788000.0;-26973000.0;202761000.0;Nível 1;41.74;100.00;8003000.0;Consumo Cíclico;Utensílios Domésticos 
MDIA3;mdias branco;07206816/0001-15;2006;20468;1951;MDIA3;42.57;4.31;57.1;38.7;47.53;26.61;83.21;4.31;56.86;33.54;29.04;-3.78;2.25;28.08;2.13;0.47;13.19;4.81;28.52;6.64;9.21;16.22;22.52;14.67;20.37;1.3;6.11;-2.2;1.35;20.02;1.52;0.96;7.58;6.56;4.64;0.22;1.55;2.15;0.34;0.61;0.39;2.1;12.12;-6.61;14431230000.0;15957082000.0;6785615000.0;339000000.0;11072449000.0;4514390000.0;2314123000.0;1525852000.0;788271000.0;Novo Mercado;20.44;100.00;45229000.0;Consumo não Cíclico;Alimentos Diversos 
MDNE3;moura dubeux engenharia s/a;12049631/0001-84;;;1983;MDNE3;10.08;19.01;72.31;104.46;8.74;;;19.01;72.05;96.85;-4.89;;;7.55;0.71;;;12.87;31.86;11.46;12.02;6.98;7.32;8.09;8.48;0.29;1.17;-0.48;0.97;14.27;1.33;0.3;9.35;5.52;3.84;-0.1;-1.11;-1.16;0.12;0.41;0.59;2.89;19.59;;855886000.0;738478000.0;1211685000.0;84909000.0;2920783000.0;1119825000.0;147026000.0;-117408000.0;264434000.0;Novo Mercado;63.07;;5003000.0;Consumo Cíclico;Incorporações 
MDRO3;madero;13783221/0004-78;;;;MDRO3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MEAL3;international meal company;17314329/0001-20;2015;6057;1965;MEAL3;2.45;6.99;14.49;58.06;-40.1;-64.39;;6.99;14.32;52.17;-47.61;-72.94;;12.5;0.66;;;2.39;32.54;11.22;15.93;2.73;3.87;1.88;2.66;0.26;-7.58;-0.32;0.3;3.71;0.2;0.87;5.29;12.26;2.09;0.3;0.85;1.21;0.48;0.4;0.6;0.83;8.21;48.04;701605000.0;1019232000.0;1061971000.0;286369000.0;2688179000.0;464567000.0;505963000.0;317627000.0;188336000.0;Novo Mercado;91.87;100.00;31925000.0;Consumo Cíclico;Restaurante e Similares 
MELK3;melnick;12181987/0001-77;2020;0;1970;MELK3;4.46;1.36;44.81;;-9.92;;;1.36;44.59;;-21.21;;;11.27;0.76;8.23;51.18;7.34;20.13;5.76;5.99;11.1;11.54;13.82;14.36;0.4;0.66;-2.28;0.83;5.91;0.4;0.48;6.7;2.7;4.84;-0.15;-2.72;-2.82;0.15;0.53;0.43;3.86;;;927543000.0;745194000.0;1228403000.0;207969000.0;2317160000.0;1910310000.0;185795000.0;-182349000.0;368144000.0;Novo Mercado;32.8;100.00;6224000.0;Consumo Cíclico;Incorporações 
MERC3;mercantil do brasil financeira;33040601/0001-87;1977;26;1972;MERC4. MERC3;15.28;;1.13;;-43.51;210.49;338.31;;0.98;;-50.59;135.95;144.63;-59.14;1.09;;-75.73;-9.12;78.19;-13.2;;;-31.35;;-40.83;0.95;40.23;-0.98;5.39;13.99;-0.26;0.18;-1.85;-2.68;-1.61;-0.03;;1.01;;0.87;0.05;;-21.25;;218109000.0;211269000.0;251880000.0;18010000.0;288320000.0;6840000.0;;-6840000.0;6840000.0;Tradicional;13.96;;2000.0;Financeiro;Sociedade de Crédito e Financiamento 
MERC4;mercantil do brasil financeira;33040601/0001-87;1977;26;1972;MERC4. MERC3;7.99;7.1;11.7;-3.84;;41.07;;7.1;11.53;-7.42;;7.2;;-30.93;0.57;5.63;-75.73;-9.12;78.19;-13.2;;;-31.35;;-21.35;0.5;21.04;-0.51;2.82;13.99;-0.26;0.18;-1.85;-2.68;-1.61;-0.03;;1.01;;0.87;0.05;;-21.25;;218109000.0;211269000.0;251880000.0;18010000.0;288320000.0;6840000.0;;-6840000.0;6840000.0;Tradicional;13.96;;10000.0;Financeiro;Sociedade de Crédito e Financiamento 
MGEL3;mangels industrial;61065298/0001-02;1971;1884;1928;MGEL4. MGEL3;74.1;;;;;;;;-0.15;;;;;2.31;30.67;;;18.67;13.39;10.3;12.33;6.67;7.98;3.5;4.19;0.52;1.97;-1.02;0.43;2.42;32.02;1.21;1325.6;-8.86;22.67;42.79;4.89;5.85;49.55;0.02;0.98;2.22;15.78;;217580000.0;815459000.0;13971000.0;5783000.0;816996000.0;395341000.0;692230000.0;597879000.0;94351000.0;Tradicional;49.03;;;Artefatos de Ferro e Aço;
MGEL4;mangels industrial;61065298/0001-02;1971;1884;1928;MGEL4. MGEL3;17.33;-6.43;38.64;19.52;-22.98;457.23;3587.23;-6.43;38.43;15.07;-32.63;323.46;1957.9;0.54;7.17;;;18.67;13.39;10.3;12.33;6.67;7.98;0.82;0.98;0.12;0.46;-0.24;0.1;2.42;32.02;1.21;1325.6;-8.86;22.67;42.79;4.89;5.85;49.55;0.02;0.98;2.22;15.78;;217580000.0;815459000.0;13971000.0;5783000.0;816996000.0;395341000.0;692230000.0;597879000.0;94351000.0;Tradicional;49.03;;223000.0;Materiais Básicos;Artefatos de Ferro e Aço 
MGLU3;magazine luiza;47960950/0001-21;2011;28200;1957;MGLU3;2.95;-22.57;-19.4;1.37;-87.13;-25.27;1670.53;-22.57;-19.52;-2.4;-88.74;-43.21;888.16;-27.31;1.93;;-28.25;-1.94;27.89;1.9;5.11;12.99;34.96;10.37;27.9;0.58;3.69;-1.24;0.53;1.52;-0.11;1.1;-7.08;-0.54;-2.13;0.49;2.62;7.06;0.71;0.3;0.7;1.42;19.25;;19909334000.0;24947669000.0;10290687000.0;6748926000.0;34216568000.0;18175897000.0;7271133000.0;5038335000.0;2232798000.0;Novo Mercado;42.59;100.00;827525000.0;Consumo Cíclico;Eletrodomésticos 
MILS3;mills;27093558/0001-15;2010;889;1980;MILS3;11.85;-1.33;27.35;81.9;40.57;442.31;-55.68;-1.33;27.16;75.13;22.95;312.12;-75.26;12.05;2.26;2.99;36.04;20.49;63.8;30.92;46.23;6.14;9.18;5.34;7.98;1.1;5.62;-1.72;2.47;5.23;0.98;0.45;18.79;15.55;12.43;0.34;0.8;1.19;0.76;0.49;0.51;2.22;31.18;;2917278000.0;3353799000.0;1288206000.0;246183000.0;2640391000.0;943227000.0;976190000.0;436521000.0;539669000.0;Novo Mercado;40.81;100.00;8953000.0;Bens Industriais;Serviços Diversos 
MLAS3;multilaser;59717553/0001-02;;;;MLAS3;2.63;4.37;34.18;-39.12;-76.31;;;4.37;33.98;-41.39;-79.28;;;-5.09;0.58;;22.52;-10.1;19.26;-5.67;-4.26;-14.31;-10.76;-12.07;-9.08;0.33;0.61;-1.59;0.51;4.52;-0.52;0.64;-11.42;-5.68;-6.45;0.11;-2.24;-1.69;0.35;0.57;0.43;3.08;;;2158018000.0;2558728000.0;3710961000.0;820539000.0;6565842000.0;5206351000.0;1293118000.0;400710000.0;892408000.0;Nível 1;21.1;100.00;21953000.0;Tecnologia da Informação;Computadores e Equipamentos 
MMAQ3;minasmaquinas sa;17161241/0001-15;1977;346;1961;MMAQ4. MMAQ3;0.0;;;;;;;;-0.15;-3.72;-12.53;-24.01;-44.19;;;;29.34;4.58;9.84;6.79;;;1.86;;;;;;;5448.36;959.98;1.92;17.62;10.1;8.79;0.49;;1.86;0.67;0.5;0.5;1.67;26.85;22.66;488000.0;119105000.0;244386000.0;44000.0;489903000.0;402835000.0;164700000.0;118617000.0;46083000.0;Tradicional;12.22;;;Material de Transporte;
MMAQ4;minasmaquinas sa;17161241/0001-15;1977;346;1961;MMAQ4. MMAQ3;21.79;;;;;;;;;;-12.53;;;0.02;;;29.34;4.58;9.84;6.79;;;1.86;;0.02;;0.01;-0.01;;5448.36;959.98;1.92;17.62;10.1;8.79;0.49;;1.86;0.67;0.5;0.5;1.67;26.85;22.66;488000.0;119105000.0;244386000.0;44000.0;489903000.0;402835000.0;164700000.0;118617000.0;46083000.0;Tradicional;12.22;;;Material de Transporte;
MMXM3;mmx mineração e metálicos sa;02762115/0001-49;1998;;1998;MMXM3;14.0;;;;-26.32;369.8;-31.57;;-0.15;;-35.55;257.02;-61.81;-2.17;-0.11;;;;;;;;-706.88;;-178.11;0.71;-0.1;-0.75;;-130.13;-6.46;;-4.97;0.28;-32.77;-0.32;;-528.77;-0.32;-6.6;7.6;0.01;-100.0;;90834000.0;360507000.0;-844310000.0;6488000.0;128010000.0;7220000.0;269960000.0;269673000.0;287000.0;Novo Mercado;42.58;100.00;11264000.0;Materiais Básicos;Minerais Metálicos 
MNPR3;minupar;90076886/0001-40;1990;;1984;MNPR3;16.8;60.31;83.81;160.47;20.78;574.7;;60.31;83.54;150.77;5.64;412.73;;5.55;-0.36;;;5.61;29.41;11.95;13.74;2.26;2.6;2.26;2.6;0.39;-0.32;-0.88;0.31;-46.13;3.03;1.25;-6.56;-13.57;7.04;;;;;-1.07;2.07;0.31;14.29;;119281000.0;119312000.0;-327546000.0;7100000.0;305854000.0;170264000.0;368000.0;31000.0;337000.0;Tradicional;42.32;;859000.0;Consumo não Cíclico;Carnes e Derivados 
MOAR3;monteiro aranha sa;33102476/0001-92;1980;62;1947;MOAR3;439.99;4.76;17.73;-1.09;57.74;256.11;;4.76;17.55;-4.77;37.97;170.62;;20.33;5.12;0.69;11.31;;;;;;16.8;;16.59;2.29;8.49;-4.02;;85.94;21.65;;25.19;15.3;11.29;0.06;;0.2;0.95;0.45;0.55;2.7;-100.0;42.6;5390416000.0;5456585000.0;1052846000.0;12251000.0;2349180000.0;1007510000.0;996222000.0;66169000.0;930053000.0;Tradicional;2.21;;325000.0;Financeiro;Holdings Diversificadas 
